month_key,level_1,company_id,avg_dpp_per_invoice,monthly_spend_volatility,total_dpp,total_inbound_tax_invoices,total_vat,ammend_rate,approval_rate,friction_value_ratio,hard_failure_rate,top_1_vendor_share,top_5_vendor_share,unique_vendors,vendor_concentration_index,vendor_repeat_rate,monthly_spend_volatility_z,ammend_rate_z,friction_value_ratio_z,hard_failure_rate_z,vendor_concentration_index_z,company_risk_score,company_profile,alert
2025-01-01,269,C028,48133754,0.198,836618880,46,91171520,0.019,0.823,0.157,0.099,0.535,0.718,60,4145,0.773,-0.7531444400045832,-0.2641446432028106,-0.5140957297675488,1.6812834700942239,1.4390725869914942,0.3177942488221551,High Risk,"['Low invoice quality', 'High amendment rate', 'Vendor concentration risk']"
2025-01-01,274,C029,52380424,0.253,265131500,137,26507044,0.01,0.496,0.494,0.023,0.481,0.662,41,2012,0.463,-0.46419884461738387,-0.46138802306167787,2.024131233543833,-0.9950453190353565,-0.3768937261370733,-0.05467893586153174,Moderate,['High friction']
2025-01-01,293,C030,76522425,0.24,896320363,41,83370872,0.01,0.838,0.152,0.095,0.118,0.796,49,1060,0.868,-0.5324950762543583,-0.46138802306167787,-0.551754883525878,1.5404240601400354,-1.1873953342469636,-0.2385218513897685,Low Risk,['Low invoice quality']
2025-01-01,297,C031,36899880,0.648,734405646,35,78698728,0.01,0.808,0.182,0.055,0.714,0.735,9,4062,0.984,1.6109558858906852,-0.46138802306167787,-0.3257999609759033,0.13182996059815097,1.3684091064525017,0.4648013937807514,High Risk,"['High spend volatility', 'Vendor concentration risk']"
2025-01-01,319,C033,20961051,0.281,753929686,131,73388109,0.01,0.541,0.449,0.045,0.284,0.47,68,2069,0.388,-0.3170992687839004,-0.46138802306167787,1.685198849718871,-0.2203185642873202,-0.328365793718729,0.0716054399734487,Moderate,['High friction']
2025-01-01,332,C034,71356543,0.071,784753885,62,85118921,0.01,0.525,0.465,0.047,0.016,0.304,38,2427,0.576,-1.4203460875350258,-0.46138802306167787,1.805708141745524,-0.1498888593102259,-0.02357632344211052,-0.04989823032070319,Moderate,['High friction']
2025-01-01,345,C036,50164326,0.514,899616,181,88294,0.119,0.848,0.033,0.046,0.222,0.457,47,1222,0.588,0.9069793444018719,1.9274484663401596,-1.4480427429741105,-0.18510371179877305,-1.0494738421106167,0.03036150277170626,Moderate,"['High spend volatility', 'High amendment rate']"
2025-01-01,369,C038,77537613,0.334,274961533,19,27744765,0.01,0.823,0.167,0.088,0.751,0.895,25,4694,0.368,-0.038660785956235476,-0.46138802306167787,-0.4387774222508905,1.2939200927202055,1.9064731992313364,0.45231341213654763,High Risk,"['Low invoice quality', 'Vendor concentration risk']"
2025-01-01,374,C039,85494351,0.682,773772326,58,85035656,0.01,0.658,0.332,0.093,0.663,0.825,96,3525,0.777,1.7895767994027723,-0.46138802306167787,0.80397465177397,1.469994355162941,0.911224901037574,0.9026765368631159,High Risk,"['Low invoice quality', 'High spend volatility', 'High friction', 'Vendor concentration risk']"
2025-01-01,405,C042,85411049,0.051,580604464,60,56105142,0.01,0.9,0.09,0.004,0.431,0.859,67,1812,0.473,-1.5254172131303712,-0.46138802306167787,-1.0187283901291588,-1.6641275163177518,-0.547167173218983,-1.0433656631715886,Low Risk,['No alerts']
2025-01-01,412,C043,46792379,0.218,566198346,189,52671969,0.01,0.741,0.249,0.053,0.366,0.751,12,2979,0.94,-0.6480733144092381,-0.46138802306167787,0.1788326993857067,0.06140025562105669,0.4463783905039604,-0.08456999839203844,Moderate,['No alerts']
2025-01-01,427,C044,81328410,0.44,269786525,98,26699035,0.01,0.821,0.169,0.03,0.145,0.727,52,2617,0.687,0.5182161796990943,-0.46138802306167787,-0.42371376074755884,-0.7485413516155268,0.13818345128570375,-0.1954487008879931,Moderate,['No alerts']
2025-01-01,440,C045,98898456,0.028,452855783,194,46639952,0.071,0.754,0.175,0.001,0.237,0.681,80,1222,0.655,-1.646249007565018,0.8754837737595338,-0.3785227762375641,-1.7697720737833929,-1.0494738421106167,-0.7937067851874116,Low Risk,['High amendment rate']
2025-01-01,450,C046,86507440,0.496,218111062,208,23776623,0.01,0.666,0.324,0.044,0.731,0.857,35,3829,0.96,0.812415331366061,-0.46138802306167787,0.7437200057606433,-0.25553341677586733,1.1700405406020769,0.4018508875782472,High Risk,['Vendor concentration risk']
2025-01-01,464,C047,34697748,0.37,685318269,62,74079639,0.013,0.794,0.193,0.053,0.19,0.722,80,1335,0.474,0.15046724011538587,-0.3956402297753888,-0.24294982270757923,0.06140025562105669,-0.9532693445093378,-0.2759983802511726,Low Risk,['High amendment rate']
2025-01-01,472,C048,12774937,0.296,538571094,133,58725318,0.01,0.602,0.388,0.073,0.059,0.834,37,1933,0.329,-0.23829592458739166,-0.46138802306167787,1.225757173867256,0.7656973053919988,-0.4441517377344276,0.16952375877515152,Moderate,['High friction']
2025-01-01,479,C049,78678485,0.511,17244189,156,1624087,0.164,0.787,0.049,0.022,0.042,0.553,81,2349,0.309,0.8912186755625701,2.9136653656344964,-1.3275334509474572,-1.0302601715239037,-0.08998296780405532,0.2714214901843301,Moderate,"['High spend volatility', 'High amendment rate']"
2025-01-01,494,C050,76128113,0.091,762110349,12,74053610,,0.751,0.088,0.04,0.417,0.519,76,1011,0.369,-1.3152749619396804,,-1.0337920516324905,-0.39639282673005566,-1.2291123287820316,-0.9936430422710645,Low Risk,['No alerts']
2025-02-01,5,C001,76329229,0.471,56184743,213,5204012,0.01,0.564,0.426,0.053,0.127,0.826,100,1430,0.626,0.6795911528362957,-0.5094956367184047,1.3041002885653359,0.09165700242933696,-1.0306191029514995,0.10704674083221288,Moderate,['High friction']
2025-02-01,12,C002,50645932,0.33,391718063,11,42802375,0.07,0.766,0.165,0.06,0.713,0.727,72,4662,0.924,-0.05528309295874528,0.7376280113684367,-0.4488791551199134,0.33012743352867463,1.6497981810215694,0.44267827556800443,High Risk,"['High amendment rate', 'Vendor concentration risk']"
2025-02-01,20,C003,57440784,0.005,299289572,109,28505349,0.077,,0.037,0.006,0.662,0.89,23,4045,0.775,-1.749142170145897,0.8831257703119013,-1.3085778861226411,-1.509501606380502,1.1380972329363641,-0.509199731880155,Low Risk,['High amendment rate']
2025-02-01,33,C004,72860169,0.658,119529621,94,13075766,0.177,0.755,0.068,0.084,0.301,0.832,5,2012,0.543,1.6542116064793648,2.96166518378997,-1.100369599707918,1.1477403401549757,-0.5479449509489234,0.8230605159534938,High Risk,"['Low invoice quality', 'High spend volatility', 'High amendment rate']"
2025-02-01,44,C005,16979047,0.19,371745429,132,37054239,0.01,0.756,0.234,0.02,0.262,0.398,10,2363,0.855,-0.7849454646701337,-0.5094956367184047,0.014552192061244536,-1.0325607441818265,-0.2568476530916996,-0.513859461320164,Low Risk,['No alerts']
2025-02-01,48,C006,7770035,0.543,193402356,118,21070092,0.019,0.86,0.121,0.089,0.344,0.35,69,1580,0.386,1.0548460868592957,-0.3224270895053786,-0.7444005939021011,1.3180763623687881,-0.9062185483116603,0.07997524350178878,Moderate,"['Low invoice quality', 'High spend volatility']"
2025-02-01,64,C007,66314545,0.319,85009235,69,8476989,0.071,0.86,0.068,0.099,0.629,0.814,14,4904,0.581,-0.11261370787892584,0.7584134055032171,-1.100369599707918,1.6587484067964136,1.8504977425071767,0.6109352494439927,High Risk,"['Low invoice quality', 'High amendment rate', 'Vendor concentration risk']"
2025-02-01,76,C008,18362582,0.439,471368830,34,45391750,0.01,,0.419,0.062,0.065,0.411,7,1163,0.479,0.512811182159407,-0.5094956367184047,1.2570855142136241,0.39826184241419976,-1.2520520902104133,0.08132216237168258,Moderate,['High friction']
2025-02-01,89,C010,37335778,0.491,365277922,72,33326920,0.01,0.644,0.346,0.064,0.387,0.538,56,2419,0.314,0.7838286345093513,-0.5094956367184047,0.766788581688631,0.4663962512997249,-0.21040477935949295,0.2594226102839619,Moderate,['High spend volatility']
2025-02-01,96,C011,326990,0.432,650468117,20,70100887,0.01,0.56,0.43,0.099,0.211,0.317,82,1428,0.478,0.4763280635738376,-0.5094956367184047,1.3309658739091712,1.6587484067964136,-1.032277777013364,0.38485378610953075,High Risk,"['Low invoice quality', 'High friction']"
2025-02-01,110,C012,52861323,0.473,895544974,156,97537522,0.01,,0.18,0.0,0.389,0.595,92,1731,0.711,0.6900149010036012,-0.5094956367184047,-0.34813321008053133,-1.7139048330370772,-0.7809886566408888,-0.5325014870946602,Low Risk,['High spend volatility']
2025-02-01,125,C014,97862984,0.667,299855245,166,32154120,0.088,0.803,0.109,0.096,0.621,0.74,37,4914,0.583,1.7011184732322397,1.1117651057944888,-0.8249973499336068,1.5565467934681259,1.8587911128164993,1.0806448270755493,High Risk,"['Low invoice quality', 'High spend volatility', 'High amendment rate', 'Vendor concentration risk']"
2025-02-01,136,C015,19777795,0.317,553557944,192,53508543,0.01,0.587,0.403,0.008,0.619,0.807,12,4621,0.658,-0.12303745604623141,-0.5094956367184047,1.1496231728382835,-1.4413671974949769,1.6157953627533466,0.1383036490664034,Moderate,['Vendor concentration risk']
2025-02-01,143,C016,99596420,0.593,297832431,140,30454669,0.048,0.89,0.062,0.055,0.763,0.808,54,4987,0.395,1.3154397910419342,0.2803493404032614,-1.1406679777236708,0.15979141131486208,1.9193327160745544,0.5068490562221882,High Risk,"['High spend volatility', 'Vendor concentration risk']"
2025-02-01,152,C017,84080554,0.002,581393288,216,57403761,0.01,0.548,0.442,0.064,0.057,0.353,44,1717,0.305,-1.7647777923968553,-0.5094956367184047,1.411562629940677,0.4663962512997249,-0.7925993750739404,-0.23778278458975968,Moderate,['High friction']
2025-02-01,167,C018,85608202,0.294,673206375,90,73911139,0.01,,0.412,0.035,0.177,0.553,20,2442,0.622,-0.24291055997024533,-0.5094956367184047,1.2100707398619124,-0.5215526775403885,-0.19133002764805093,-0.05104363240303542,Moderate,['No alerts']
2025-02-01,189,C020,83253066,0.387,111335729,178,11694771,0.01,0.556,0.434,0.006,0.197,0.512,35,1642,0.578,0.24179372980946284,-0.5094956367184047,1.3578314592530065,-1.509501606380502,-0.85479965239386,-0.2548343412860595,Low Risk,['High friction']
2025-02-01,200,C021,80911371,0.134,599076365,202,58498683,0.01,0.504,0.486,0.082,0.675,0.725,96,4585,0.457,-1.076810413354689,-0.5094956367184047,1.7070840687228646,1.0796059312694506,1.5859392296397852,0.5572646359118013,High Risk,"['Low invoice quality', 'High friction', 'Vendor concentration risk']"
2025-02-01,205,C022,46133956,0.26,443630995,187,40970640,,0.539,0.451,0.066,0.241,0.869,31,2523,0.46,-0.4201142788144395,,1.4720101969643062,0.5345306601852501,-0.12415372814253776,0.3655682125481448,High Risk,['High friction']
2025-02-01,213,C023,27452086,0.041,704016411,53,74470664,0.01,0.738,0.252,0.055,0.619,0.791,41,3907,0.423,-1.5615147031343972,-0.5094956367184047,0.13544732610850305,0.15979141131486208,1.023648722667712,-0.15042457595234504,Moderate,['No alerts']
2025-02-01,220,C024,75877763,0.472,671602871,118,63005896,0.073,0.916,0.011,0.022,0.732,0.877,3,3742,0.684,0.6848030269199484,0.7999841937727785,-1.4832041908575702,-0.9644263352963015,0.8868081125638889,-0.015207038579451137,Moderate,['High amendment rate']
2025-02-01,235,C025,80546358,0.029,113066371,164,10461128,0.01,0.723,0.267,0.044,0.237,0.691,98,1954,0.823,-1.6240571921382303,-0.5094956367184047,0.23619327114788527,-0.21494783755552588,-0.5960464987429945,-0.541670778801454,Low Risk,['No alerts']
2025-02-01,246,C026,2348338,0.675,861935042,20,84909664,0.01,0.496,0.494,0.06,0.211,0.356,12,1451,0.999,1.742813465901462,-0.5094956367184047,1.760815239410535,0.33012743352867463,-1.013203025301922,0.46221149536406897,High Risk,"['High spend volatility', 'High friction']"
2025-02-01,270,C028,46410178,0.197,766966106,164,82680953,0.19,0.807,0.003,0.005,0.017,0.871,96,2803,0.564,-0.7484623460845643,3.231875307542119,-1.5369353615452406,-1.5435688108232646,0.10806064051849543,-0.09780611407849098,Moderate,['High amendment rate']
2025-02-01,277,C029,79134265,0.473,447348511,6,47588361,0.01,0.57,0.42,0.089,0.056,0.472,40,1234,0.442,0.6900149010036012,-0.5094956367184047,1.263801910549583,1.3180763623687881,-1.1931691610142228,0.313845675237869,Moderate,"['Low invoice quality', 'High spend volatility', 'High friction']"
2025-02-01,290,C030,87538552,0.523,22240766,160,2394299,0.01,0.687,0.303,0.088,0.384,0.457,4,1745,0.689,0.9506086051862401,-0.5094956367184047,0.4779835392424023,1.2840091579260255,-0.7693779382078372,0.2867455454856852,Moderate,"['Low invoice quality', 'High spend volatility']"
2025-02-01,299,C031,50676900,0.608,227307146,57,24883419,0.01,0.604,0.386,0.044,0.333,0.538,28,2030,0.555,1.3936179022967259,-0.5094956367184047,1.0354444351269836,-0.21494783755552588,-0.5330168843921427,0.23432039575152724,Moderate,['High spend volatility']
2025-02-01,314,C032,61042002,0.06,778967202,201,85323676,0.01,0.718,0.272,0.081,0.729,0.895,87,4219,0.357,-1.4624890955449945,-0.5094956367184047,0.26977525282767933,1.045538726826688,1.2824018763185776,0.12514622474190915,Moderate,"['Low invoice quality', 'Vendor concentration risk']"
2025-02-01,330,C034,49312214,0.389,177964595,87,16784051,0.01,0.629,0.361,0.03,0.169,0.417,82,2310,0.707,0.2522174779767684,-0.5094956367184047,0.8675345267280132,-0.6918886997542013,-0.30080251573110944,-0.07648696949978676,Moderate,['No alerts']
2025-02-01,344,C035,80614252,0.353,283798131,82,27479291,0.05,0.942,0.008,0.001,0.409,0.546,22,2007,0.991,0.06459001096526834,0.3219201286728228,-1.5033533798654466,-1.6798376285943146,-0.5520916361035847,-0.669754500985051,Low Risk,['No alerts']
2025-02-01,351,C036,94301717,0.437,476231507,202,43134190,0.068,0.92,0.012,0.042,0.553,0.87,39,4730,0.413,0.5023874339921015,0.6960572230988753,-1.4764877945216113,-0.28308224644105073,1.7061930991249632,0.2290135430506556,Moderate,"['High amendment rate', 'Vendor concentration risk']"
2025-02-01,357,C037,70710941,0.226,302031752,84,32014612,0.01,0.673,0.317,0.036,0.017,0.556,91,2445,0.646,-0.5973179976586338,-0.5094956367184047,0.5720130879458257,-0.48748547309762613,-0.18884201655525415,-0.2422256072168186,Low Risk,['No alerts']
2025-02-01,366,C038,18228547,0.043,573118737,14,52175716,0.01,0.559,0.431,0.075,0.754,0.843,58,4771,0.947,-1.5510909549670917,-0.5094956367184047,1.3376822702451299,0.8411355001701126,1.7401959173931858,0.37168541922458637,High Risk,"['High friction', 'Vendor concentration risk']"
2025-02-01,376,C039,83094956,0.236,859028147,85,94421914,0.207,0.764,0.029,0.08,0.015,0.731,10,2716,0.492,-0.5451992568221062,3.5852270078333905,-1.3623090568103116,1.0114715223839255,0.03590831882738869,0.5450197070824574,High Risk,"['Low invoice quality', 'High amendment rate']"
2025-02-01,385,C040,23937378,0.099,488250988,197,44527411,0.01,0.835,0.155,0.093,0.33,0.602,74,2473,0.303,-1.2592260062825362,-0.5094956367184047,-0.5160431184795016,1.4543451801398384,-0.16562057968915084,-0.19920803220595093,Moderate,['Low invoice quality']
2025-02-01,395,C041,31752942,0.658,254886534,164,26976907,0.01,0.74,0.25,0.003,0.306,0.777,87,2955,0.852,1.6542116064793648,-0.5094956367184047,0.1220145334365854,-1.6117032197087895,0.23411986922019917,-0.022170569458208954,Moderate,['High spend volatility']
2025-02-01,400,C042,32447595,0.136,734614456,70,71939738,0.01,0.739,0.251,0.039,0.646,0.796,13,4206,0.373,-1.0663866651873835,-0.5094956367184047,0.12873092977254422,-0.38528385976933843,1.2716204949164582,-0.11216294739722481,Moderate,['Vendor concentration risk']
2025-02-01,410,C043,36852954,0.383,423780817,7,44473340,0.013,0.891,0.095,0.047,0.345,0.66,38,2874,0.575,0.2209462334748517,-0.4471394543140627,-0.9190268986370301,-0.11274622422723818,0.166943569714686,-0.21820455479775863,Moderate,['No alerts']
2025-02-01,421,C044,56592982,0.078,415179688,185,45651621,0.01,0.883,0.107,0.074,0.08,0.326,21,1820,0.637,-1.3686753620392444,-0.5094956367184047,-0.8384301426055244,0.8070682957273501,-0.7071776608879176,-0.5233421013047482,Low Risk,['No alerts']
2025-02-01,436,C045,32928006,0.187,642789965,195,67916512,0.01,0.545,0.445,0.044,0.505,0.519,71,4525,0.418,-0.8005810869210921,-0.5094956367184047,1.4317118189485534,-0.21494783755552588,1.5361790077838495,0.28857325310747606,Moderate,"['High friction', 'Vendor concentration risk']"
2025-02-01,447,C046,5028047,0.402,103266087,21,10026569,0.01,0.793,0.197,0.03,0.237,0.776,8,2884,0.604,0.3199718410642545,-0.5094956367184047,-0.23395447236923148,-0.6918886997542013,0.1752369400240086,-0.18802600555071486,Moderate,['No alerts']
2025-02-01,461,C047,64261522,0.324,527147002,138,56315535,0.024,0.942,0.034,0.039,0.032,0.373,6,2714,0.381,-0.08655433746066195,-0.21850011883147508,-1.3287270751305176,-0.38528385976933843,0.03424964476552417,-0.39696314928529375,Low Risk,['No alerts']
2025-02-01,467,C048,33266170,0.454,491252571,41,50214081,0.01,0.8,0.19,0.007,0.154,0.894,20,2877,0.851,0.5909892934141987,-0.5094956367184047,-0.2809692467209432,-1.4754344019377394,0.16943158080748277,-0.3010956822310812,Low Risk,['No alerts']
2025-02-01,483,C049,54628779,0.355,762570332,210,82514224,0.089,,0.069,0.035,0.326,0.568,74,1547,0.317,0.07501375913257391,1.1325504999292695,-1.0936532033719593,-0.5215526775403885,-0.9335866703324249,-0.2682456584365859,Low Risk,['High amendment rate']
2025-02-01,493,C050,94881491,0.455,737404256,190,73696689,0.106,0.856,0.037,0.016,0.339,0.66,68,2667,0.981,0.5962011674978515,1.4859022002205413,-1.3085778861226411,-1.1688295619528766,-0.004729195688292121,-0.08000665520908343,Moderate,['High amendment rate']
2025-03-01,1,C001,19642295,0.301,169521763,207,16600946,0.01,0.791,0.199,0.033,0.458,0.76,79,1910,0.582,-0.2889592963681039,-0.4974776438497011,-0.2762875258459479,-0.6316738089616935,-0.7063840668543026,-0.4801564683759498,Low Risk,['No alerts']
2025-03-01,28,C003,70485673,0.668,183520680,190,18178806,0.01,,0.388,0.021,0.12,0.566,31,2556,0.624,1.594495141999913,-0.4974776438497011,1.020580667537931,-1.0484725570929878,-0.1675444326286467,0.18031623519330167,Moderate,"['High spend volatility', 'High friction']"
2025-03-01,31,C004,16641923,0.411,583163604,122,61378536,0.01,0.695,0.295,0.04,0.01,0.463,99,2473,0.338,0.27556383229805903,-0.4974776438497011,0.38243917555538726,-0.3885412058851051,-0.2367761503387542,-0.09295839844402283,Moderate,['No alerts']
2025-03-01,47,C005,12081314,0.635,209491806,19,20342038,0.01,,0.488,0.007,0.396,0.619,12,2516,0.53,1.425138203400064,-0.4974776438497011,1.7067543148309885,-1.5347377632461647,-0.20090911586243346,0.17975359905455063,Moderate,"['High spend volatility', 'High friction']"
2025-03-01,57,C006,41914506,0.286,272343138,79,26151906,0.066,0.834,0.1,0.1,0.102,0.633,36,2009,0.831,-0.3659397230043989,0.7373770655303749,-0.9555994366660749,1.6954525347713671,-0.6238064758506804,0.09749679295611757,Moderate,"['Low invoice quality', 'High amendment rate']"
2025-03-01,61,C007,9340954,0.473,430798436,96,45897810,0.129,,0.045,0.058,0.61,0.786,62,4808,0.604,0.5937495957280782,2.1265886135829604,-1.332994942677257,0.23665691631183658,1.7108872334335465,0.6669774832758331,High Risk,"['High amendment rate', 'Vendor concentration risk']"
2025-03-01,71,C008,49228958,0.219,345628887,177,31542720,0.01,0.497,0.493,0.029,0.765,0.775,56,4848,0.914,-0.7097856286465163,-0.4974776438497011,1.7410629971956415,-0.7706067250054582,1.7442519166673334,0.30148898327225987,Moderate,"['High friction', 'Vendor concentration risk']"
2025-03-01,93,C010,62844624,0.384,877989350,206,90374130,0.094,0.862,0.044,0.038,0.496,0.859,63,2820,0.876,0.1369990643527283,1.3548044202204128,-1.3398566791501874,-0.45800766390698755,0.05266247671434574,-0.050679676353937594,Moderate,['High amendment rate']
2025-03-01,105,C012,61368204,0.401,309958575,190,28416561,0.01,0.726,0.264,0.082,0.735,0.8,35,3911,0.762,0.22424354787386264,-0.4974776438497011,0.16972534489453958,1.0702544125744253,0.9626842119158789,0.3858859746818011,High Risk,"['Low invoice quality', 'Vendor concentration risk']"
2025-03-01,127,C014,51039481,0.091,120270301,23,11963633,0.01,0.899,,0.043,0.523,0.618,63,4697,0.335,-1.3666852692762332,-0.4974776438497011,,-0.28434151885228165,1.6183002374597883,-0.13255104862960687,Low Risk,['Vendor concentration risk']
2025-03-01,131,C015,54048513,0.69,215438573,136,20750938,0.01,,0.258,0.034,0.064,0.465,26,1218,0.429,1.707399767733145,-0.4974776438497011,0.1285549260569561,-0.5969405799507522,-1.283593086798813,-0.10841132336183305,Moderate,['High spend volatility']
2025-03-01,168,C018,40329703,0.342,282249237,29,30756069,0.029,0.818,0.154,0.092,0.023,0.464,13,2451,0.565,-0.07854613022889749,-0.07850908173860391,-0.5850656671278239,1.4175867026838371,-0.2551267261173369,0.08406781949423499,Moderate,"['Low invoice quality', 'High amendment rate']"
2025-03-01,177,C019,74142772,0.609,20697910,69,2147017,0.01,0.715,0.275,0.003,0.052,0.702,20,1013,0.72,1.2917054638971526,-0.4974776438497011,0.245204446096776,-1.6736706792899294,-1.45458708837197,-0.41776510030353436,Low Risk,['High spend volatility']
2025-03-01,187,C020,24468069,0.419,656003212,60,59274419,0.161,0.824,0.015,0.083,0.642,0.757,100,4752,0.65,0.31662005983741637,2.8322198760858606,-1.5388470368651739,1.1049876415853666,1.6641766769062452,0.8758314435099429,High Risk,"['Low invoice quality', 'High amendment rate', 'Vendor concentration risk']"
